id,year,issue_d,final_d,emp_length_int,home_ownership,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,purpose,purpose_cat,interest_payments,loan_condition,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
5760184,2013,01/06/2013,1042015,4,RENT,Low,75000,1,33425, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,15.31,C,3,5.74,40443.43504,33425,0,1163.77,ulster
5790954,2013,01/06/2013,1092014,10,RENT,Low,95000,1,22800, 60 months,2,INDIVIDUAL,house,12,High,Bad Loan,23.76,F,6,19.15,12061.47,3204.92,2907.67,652.74,cannught
5790025,2013,01/06/2013,1122014,5,MORTGAGE,Low,52000,1,19125, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.16,B,2,1.22,21431.78405,19125,0,618.55,ulster
5796523,2013,01/06/2013,1122014,0.5,MORTGAGE,Low,50000,1,22000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,11.14,B,2,0.36,24097.41256,22000,0,721.72,leinster
5760595,2013,01/07/2013,1012016,9,MORTGAGE,Medium,120000,2,14300, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.12,B,2,10.38,14270.34,11541.32,0,475.79,ulster
5640025,2013,01/06/2013,1022014,6,RENT,Low,71000,1,17175, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,21.49,E,5,22.83,19267.45,17175,0,469.39,ulster
5797823,2013,01/06/2013,1092015,4,RENT,Low,60000,1,12175, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.33,C,3,18.02,14855.21008,12175,0,418.07,leinster
5770139,2013,01/06/2013,1022014,8,OWN,Medium,130000,2,20000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.03,A,1,0.42,20676.17,20000,0,608.72,leinster
5795273,2013,01/06/2013,1092015,2,RENT,Low,92000,1,15975, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,16.29,C,3,6.05,14660.26,10733.88,0,563.93,cannught
5165170,2013,01/06/2013,1122015,6,RENT,Low,70000,1,16000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,13.11,B,2,16.84,16194.24,12877.75,0,539.96,ulster
5758901,2013,01/06/2013,1122015,2,RENT,Low,42000,1,18550, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,16.29,C,3,27.57,13614.46,7422.33,0,453.97,cannught
4548796,2013,01/06/2013,1012016,10,MORTGAGE,Low,78000,1,30000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,21.49,E,5,21.92,24597,11098.37,0,819.9,cannught
5619566,2013,01/06/2013,1012015,6,RENT,High,225000,3,13750, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,22.47,E,5,9.39,18301.25,13750,0,383.45,cannught
5789150,2013,01/06/2013,1122014,8,OWN,Low,62000,1,9000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.12,B,2,8.67,10302.05451,9000,0,299.45,Northern-Irl
5758923,2013,01/06/2013,1012016,6.05,MORTGAGE,Low,55000,1,3250, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,15.8,C,3,8.27,3418.2,2596.8,0,113.94,munster
5769252,2013,01/06/2013,1042014,0.5,RENT,Medium,124000,2,12000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.9,A,1,5.89,12653.06936,12000,0,375.49,cannught
5778337,2013,01/06/2013,1122015,6,RENT,Low,26000,1,4500, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.16,B,2,27.09,4361.86,3648.85,0,145.55,cannught
5786324,2013,01/06/2013,1122014,6,MORTGAGE,Medium,160000,2,9000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.62,A,1,2.3,9828.155958,9000,0,280.46,munster
5766255,2013,01/06/2013,1102014,0.5,RENT,Low,54035,1,23850, 60 months,2,INDIVIDUAL,house,12,High,Bad Loan,23.28,F,6,28.69,11033.33,4221.84,11.6,676.19,ulster
5616005,2013,01/06/2013,1122015,0.5,RENT,Low,39000,1,5000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,21,E,5,10,5649.08,3934.73,0,188.38,munster
5754796,2013,01/06/2013,1032015,7,MORTGAGE,Low,45000,1,11850, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.16,B,2,12.69,13436.36503,11850,0,383.26,cannught
5706455,2013,01/06/2013,1012016,0.5,RENT,Low,15000,1,4450, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,15.31,C,3,10.78,4802.9,3704.05,0,154.94,cannught
5774828,2013,01/06/2013,1102014,2,OWN,Low,47500,1,4450, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,17.27,C,3,25.97,5208.467972,4450,0,159.26,munster
5716745,2013,01/06/2013,1012016,2,RENT,Low,85000,1,21000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,15.8,C,3,15.57,15756.74,8806.97,0,508.46,cannught
5695671,2013,01/06/2013,1072015,7,RENT,Low,90000,1,12000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,15.8,C,3,9.17,14848.22392,12000,0,420.71,munster
5695799,2013,01/06/2013,1032014,5,OWN,Low,39000,1,12700, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.12,B,2,4.09,13726.87978,12700,0,422.55,munster
5649540,2013,01/06/2013,1042014,5,RENT,Low,36000,1,15875, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.12,B,2,9.18,17214.67283,15875,0,528.19,munster
5650404,2013,01/06/2013,1012016,10,RENT,Low,84000,1,5000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.12,B,2,1.77,5154.76,4191.16,0,166.36,ulster
4895207,2013,01/06/2013,1072014,2,MORTGAGE,Low,48000,1,18000, 60 months,2,INDIVIDUAL,house,12,High,Bad Loan,17.27,C,3,15.08,5842.17,2704.68,0,449.97,leinster
5639293,2013,01/06/2013,1022015,7,MORTGAGE,Low,85000,1,28000, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,12.12,B,2,3.77,33033.81731,28000,0,624.55,leinster
5609380,2013,01/06/2013,1122015,7,RENT,Low,80000,1,15875, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,17.27,C,3,1.29,11899.34,6259.3,0,396.85,Northern-Irl
4445074,2013,01/06/2013,1022015,2,OWN,Low,65000,1,20675, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,17.27,C,3,2.44,26029.17152,20675,0,516.84,ulster
5637106,2013,01/06/2013,1012016,0.5,MORTGAGE,Low,48000,1,5500, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,11.14,B,2,19.73,5593.17,4622.41,0,180.43,cannught
5639028,2013,01/06/2013,1052014,10,RENT,Medium,103000,2,33000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,21.98,E,5,27.68,38945.41776,33000,0,1259.95,cannught
5607294,2013,01/06/2013,1012016,6,MORTGAGE,Medium,110000,2,35000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,21.98,E,5,15.68,32911.69,18066.05,0,966.27,ulster
5626279,2013,01/06/2013,1012016,6,MORTGAGE,Low,50000,1,22250, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,23.63,F,6,18.48,19685,8311.36,0,635.32,Northern-Irl
5606737,2013,01/06/2013,1012016,9,MORTGAGE,Low,65000,1,6000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,18.49,D,4,24.59,6770.4,4957.07,0,218.4,leinster
5616235,2013,01/06/2013,1072014,10,MORTGAGE,Medium,195000,2,28000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.9,A,1,2.44,30030.73627,28000,0,876.13,ulster
5606129,2013,01/06/2013,1012016,7,RENT,Low,30000,1,10500, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.09,B,2,20.94,11139.23,8765.18,0,359.33,cannught
5635991,2013,01/06/2013,1092015,3,MORTGAGE,Medium,120000,2,35000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,23.83,F,6,16.64,51645.71864,35000,0,1003.43,Northern-Irl
4777702,2013,01/06/2013,1112014,10,OWN,Low,57474,1,20350, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,8.9,A,1,1.82,22395.47959,20350,0,646.18,munster
5644708,2013,01/06/2013,1032014,4,MORTGAGE,Medium,127000,2,11625, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,8.9,A,1,8.46,12271.26842,11625,0,369.14,ulster
4558358,2013,01/06/2013,1012016,10,RENT,Medium,169000,2,20000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.62,A,1,5.06,19026.8,16971.94,0,614.08,ulster
5525361,2013,01/06/2013,1012016,3,RENT,Low,70000,1,14825, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.12,B,2,12.1,15287.46,12429.42,0,493.26,leinster
4644998,2013,01/06/2013,1082013,10,RENT,Low,72000,1,25200, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,23.63,F,6,13.62,26188.03,25200,0,719.56,ulster
3350041,2013,01/06/2013,1012016,10,MORTGAGE,Low,65000,1,29175, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,14.33,C,3,10.38,21789.18,13144.77,0,683.86,cannught
5534879,2013,01/06/2013,1092014,0.5,OWN,Low,70000,1,1000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,13.11,B,2,0.29,1136.196663,1000,0,33.75,cannught
5446207,2013,01/06/2013,1052014,2,RENT,High,380000,3,14300, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.16,B,2,4.47,15398.30616,14300,0,462.5,cannught
5445601,2013,01/06/2013,1092014,10,RENT,Low,100000,1,20000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.12,B,2,5.81,22515.32038,20000,0,665.44,Northern-Irl
5364952,2013,01/06/2013,1012015,5,RENT,Low,20113,1,5500, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,17.27,C,3,10.5,6729.884623,5500,0,196.83,munster
4556858,2013,01/06/2013,1052015,0.5,MORTGAGE,Low,63000,1,6325, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.33,C,3,11.77,7612.416189,6325,0,217.19,munster
5195676,2013,01/06/2013,1112013,10,RENT,Low,90000,1,23000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.62,A,1,16.41,23601.63,23000,0,706.19,leinster
5355568,2013,01/05/2013,1102015,4,MORTGAGE,Low,42000,1,11100, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.33,C,3,18,13572.20328,11100,0,381.16,Northern-Irl
5375462,2013,01/06/2013,1022014,2,RENT,Low,72000,1,18250, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.16,B,2,14.49,19380.42,18250,0,590.25,Northern-Irl
5224926,2013,01/06/2013,1012015,10,RENT,Low,53500,1,11325, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,13.11,B,2,4.58,13160.09358,11325,0,382.19,cannught
5235071,2013,01/05/2013,1062015,1,MORTGAGE,Low,57000,1,14000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.12,B,2,2.51,16500.31291,14000,0,465.81,Northern-Irl
5254667,2013,01/05/2013,1062013,6,MORTGAGE,Low,92000,1,35000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.12,B,2,2.67,35354.6,35000,0,1164.51,ulster
5186934,2013,01/05/2013,1122015,10,RENT,Low,75000,1,8000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.09,B,2,15.23,8480.7,6673.95,0,273.78,cannught
5186492,2013,01/05/2013,1052014,1,RENT,High,260000,3,35000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,21,E,5,9.21,40064.75563,35000,0,1318.63,leinster
5146004,2013,01/05/2013,1122015,6,RENT,Low,45000,1,20050, 36 months,1,INDIVIDUAL,house,12,Low,Bad Loan,12.12,B,2,21.47,20011.48,16135.74,0,667.1,Northern-Irl
5185806,2013,01/05/2013,1102015,6,MORTGAGE,Medium,170000,2,23850, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,11.14,B,2,0.4,29096.32998,23850,0,520.23,Northern-Irl
4311712,2013,01/05/2013,1072015,10,MORTGAGE,Low,75000,1,33425, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,22.47,E,5,32.61,47141.12511,33425,0,932.12,leinster
5040536,2013,01/05/2013,1112014,10,MORTGAGE,Low,90000,1,21000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.29,C,3,10.34,24799.53,21000,0,741.31,leinster
5135131,2013,01/05/2013,1122015,5,RENT,Low,49751,1,22000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.03,A,1,12.86,24017,22000,0,669.59,ulster
4895117,2013,01/05/2013,1122015,6,MORTGAGE,Low,51000,1,14825, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,13.11,B,2,3.79,15506.24,12401.33,0,500.3,leinster
5105641,2013,01/05/2013,1012016,10,MORTGAGE,Low,51200,1,18000, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,12.12,B,2,3.07,12837.11,8244.59,0,401.5,cannught
5135550,2013,01/05/2013,1092015,2,RENT,Low,50000,1,17600, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,13.11,B,2,2.4,21154.21133,17600,0,593.95,munster
5085540,2013,01/05/2013,1122014,1,RENT,Low,80250,1,20500, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,17.27,C,3,17.96,25745.26699,20500,0,512.46,leinster
5115092,2013,01/05/2013,1012015,10,MORTGAGE,Low,56409,1,3500, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.62,A,1,17.76,3836.221905,3500,0,109.07,leinster
5085375,2013,01/05/2013,1072015,0.5,RENT,High,245000,3,7200, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.16,B,2,3.29,8284.000436,7200,0,232.87,Northern-Irl
5104894,2013,01/05/2013,1072015,3,RENT,Low,90000,1,5500, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,18.49,D,4,10.61,7072.75,5500,0,200.2,ulster
4766433,2013,01/05/2013,1092015,5,RENT,Low,46000,1,20050, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.62,A,1,1.17,22350.56284,20050,0,624.79,ulster
5039932,2013,01/05/2013,1012016,6,RENT,Low,60000,1,15000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,17.77,D,4,21.16,17297.92,12915.64,0,540.56,Northern-Irl
3916977,2013,01/05/2013,1082014,1,MORTGAGE,Medium,110000,2,30000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,8.9,A,1,8.33,32749.24449,30000,0,952.6,leinster
5038614,2013,01/05/2013,1032015,4,RENT,Low,70000,1,10000, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,17.77,D,4,13.05,8748.74,5472.85,821.82,360.38,leinster
3144807,2013,01/05/2013,1062013,5,RENT,Low,72000,1,7000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,8.9,A,1,12.28,7052.46,7000,0,222.28,munster
5037882,2013,01/05/2013,1102014,9,MORTGAGE,Low,70000,1,25050, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,20.49,E,5,22.06,31696.13205,25050,0,670.52,leinster
4805115,2013,01/05/2013,1102014,0.5,RENT,Low,35000,1,4200, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.09,B,2,15.84,4847.146628,4200,0,143.73,Northern-Irl
4767773,2013,01/05/2013,1122014,10,MORTGAGE,Low,44000,1,19125, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,8.9,A,1,6.41,21479.42658,19125,0,396.08,cannught
4885220,2013,01/05/2013,1012016,0.5,RENT,Low,69915,1,5000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.12,B,2,7.62,5323.52,4351.1,0,166.36,ulster
4904593,2013,01/05/2013,1032014,0.5,MORTGAGE,Low,55000,1,24250, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,11.14,B,2,12.33,26256.80893,24250,0,795.53,leinster
4788111,2013,01/05/2013,1052014,8,MORTGAGE,High,285000,3,35000, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,17.27,C,3,8.67,15030.72,9732.77,0,1252.56,munster
4279526,2013,01/05/2013,1032014,0.5,RENT,Low,50000,1,4000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,18.75,D,4,23.45,4563.651467,4000,0,146.12,ulster
4754595,2013,01/05/2013,1012016,10,MORTGAGE,Low,80000,1,13000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,15.8,C,3,10.53,14581.98,11233.93,0,455.76,cannught
4787082,2013,01/05/2013,1072014,10,MORTGAGE,Low,100000,1,20000, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,8.9,A,1,15.23,21763.28674,20000,0,414.2,leinster
4804886,2013,01/05/2013,1072014,6.05,RENT,Low,49848,1,9525, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,15.8,C,3,3.03,11016.10785,9525,0,333.94,cannught
4634571,2013,01/05/2013,1122015,10,MORTGAGE,Medium,115000,2,30000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,24.7,G,7,11.95,46592.09996,30000,0,875.28,munster
4776209,2013,01/05/2013,1032014,2,MORTGAGE,Low,50000,1,22250, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,23.28,F,6,11.03,26048.35068,22250,0,630.83,leinster
4765809,2013,01/05/2013,1052014,8,MORTGAGE,Medium,140000,2,28000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.16,B,2,14.97,30459.24919,28000,0,905.59,leinster
2646227,2013,01/05/2013,1042015,9,MORTGAGE,Low,37000,1,16450, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.03,A,1,0.97,17810.86005,16450,0,500.67,ulster
4795583,2013,01/05/2013,1082014,6.05,MORTGAGE,Low,93000,1,10400, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,17.27,C,3,12.17,12285.46037,10400,0,372.19,leinster
4785705,2013,01/05/2013,1012016,4,RENT,Low,87500,1,12000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.29,C,3,11.47,13553.72,10360.61,0,423.61,Northern-Irl
4167475,2013,01/05/2013,1012016,5,RENT,Medium,175000,2,30000, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,13.11,B,2,3.66,21896.2,13569.58,0,684.29,Northern-Irl
4309838,2013,01/05/2013,1012016,10,MORTGAGE,Low,64000,1,22900, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.62,A,1,19.18,22823.14,20080.69,0,713.6,leinster
4794990,2013,01/05/2013,1072014,6,RENT,Low,55000,1,10500, 36 months,1,INDIVIDUAL,house,12,Low,Bad Loan,13.11,B,2,14.25,5925.82,3601.61,968.16,354.35,Northern-Irl
4784752,2013,01/05/2013,1012016,10,RENT,Low,88000,1,10000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,15.31,C,3,13.02,11158.99,8652.11,0,348.18,leinster
3364647,2013,01/05/2013,1122014,4,OWN,Low,41000,1,3000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,21,E,5,12.88,3796.80712,3000,0,113.03,cannught
4527615,2013,01/05/2013,1012016,10,OWN,High,495000,3,21000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.03,A,1,0,20450.82,18473.66,0,639.15,ulster
4528458,2013,01/05/2013,1082014,6,MORTGAGE,Low,84000,1,24925, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.62,A,1,3.23,26613.33137,24925,0,765.29,cannught
4547551,2013,01/05/2013,1012016,7,MORTGAGE,Medium,120000,2,20000, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,12.12,B,2,6.48,14259.68,9156.48,0,446.11,ulster
4404770,2013,01/05/2013,1012016,3,OWN,High,350000,3,20950, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.03,A,1,7.17,20401.64,18429.27,0,637.63,leinster
4567619,2013,01/05/2013,1072014,2,RENT,Low,35000,1,8975, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,11.14,B,2,13.95,9786.337032,8975,0,294.43,ulster
4538218,2013,01/05/2013,1032015,8,MORTGAGE,Medium,145000,2,7000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,18.75,D,4,15.48,8843.363591,7000,0,255.71,ulster
4527239,2013,01/05/2013,1012016,8,MORTGAGE,Low,31000,1,8000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,13.11,B,2,14.41,8636.12,6946.84,0,269.98,leinster
4065012,2013,01/05/2013,1062015,0.5,MORTGAGE,Low,65000,1,16225, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,15.31,C,3,1.6,20765.56549,16225,0,388.64,leinster
4564864,2013,01/05/2013,1012016,6,MORTGAGE,High,398736,3,35000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,23.28,F,6,9.82,43516.29,29813.09,0,1359.96,cannught
4535390,2013,01/04/2013,1072014,1,OWN,Low,100000,1,26675, 60 months,2,INDIVIDUAL,house,12,Low,Bad Loan,11.14,B,2,18.59,11193.57,4972.14,3047.67,581.85,leinster
4534958,2013,01/04/2013,1102013,10,MORTGAGE,Medium,103000,2,5000, 36 months,1,INDIVIDUAL,house,12,Low,Bad Loan,10.16,B,2,14.82,806.1,605.25,0,161.72,ulster
4534607,2013,01/04/2013,1012016,10,RENT,Low,90000,1,2800, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,21,E,5,15.85,3375.1,2395.77,0,105.5,ulster
4288101,2013,01/04/2013,1012015,10,RENT,Low,70000,1,16000, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,18.75,D,4,26.18,12271.28,8236.54,0,584.48,cannught
4444867,2013,01/04/2013,1122015,5,MORTGAGE,Low,65000,1,16800, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,12.12,B,2,13.14,11983.06,7695.86,0,374.73,cannught
3357880,2013,01/04/2013,1052014,5,RENT,Low,80000,1,16000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,11.14,B,2,13.49,17544.52,16000,0,524.89,ulster
4444750,2013,01/04/2013,1042015,7,MORTGAGE,Low,51000,1,16000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,22.95,F,6,20.42,22548.3072,16000,0,450.59,cannught
4375510,2013,01/04/2013,1102013,8,MORTGAGE,Low,51800,1,10000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.12,B,2,6.51,10570.53,10000,0,332.72,cannught
4298925,2013,01/04/2013,1052014,0.5,MORTGAGE,Low,70000,1,3000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.16,B,2,24.86,3279.787718,3000,0,97.03,munster
4376270,2013,01/04/2013,1032014,2,MORTGAGE,Low,83000,1,18000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,17.77,D,4,21.54,20770.22781,18000,0,454.84,cannught
4301919,2013,01/04/2013,1122015,4,MORTGAGE,Low,50000,1,8000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,8.9,A,1,6.34,8590.02,7503.47,0,254.03,cannught
4281162,2013,01/04/2013,1122015,0.5,MORTGAGE,High,550000,3,20000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.62,A,1,1.07,19943.36,17546.27,0,623.23,leinster
4280466,2013,01/04/2013,1072013,5,RENT,Low,52000,1,6575, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,17.27,C,3,10.29,6852.78,6575,0,235.31,ulster
4310181,2013,01/04/2013,1122015,7,MORTGAGE,Medium,176000,2,4000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.12,B,2,13.08,4257.98,3480.3,0,133.09,ulster
4279851,2013,01/04/2013,1052014,3,RENT,Low,85000,1,8800, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.03,A,1,9.6,9280.312226,8800,0,267.84,leinster
4309553,2013,01/04/2013,1072015,4,OWN,Low,46996,1,12700, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.09,B,2,14.63,15445.67557,12700,0,434.62,munster
4278763,2013,01/04/2013,1092014,10,OWN,Low,54500,1,24375, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,12.12,B,2,13.74,28124.59787,24375,0,543.69,ulster
4308206,2013,01/04/2013,1012016,3,MORTGAGE,Low,85000,1,21650, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,8.9,A,1,8.29,14769.31,10697.93,0,448.37,Northern-Irl
4298157,2013,01/04/2013,1112014,0.5,MORTGAGE,Low,55000,1,17975, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.09,B,2,17.64,21117.15527,17975,0,615.13,Northern-Irl
4298203,2013,01/04/2013,1012014,6,MORTGAGE,Medium,108400,2,10000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.62,A,1,15.7,10445.17,10000,0,307.04,cannught
3640593,2013,01/04/2013,1122015,2,RENT,Medium,105000,2,35000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,21,E,5,1.22,30288.64,14177.09,0,946.87,Northern-Irl
4297376,2013,01/04/2013,1012016,5,RENT,Low,76000,1,12700, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.03,A,1,19.01,12755.12,11551.68,0,386.54,leinster
4297670,2013,01/04/2013,1012016,10,MORTGAGE,Medium,169000,2,19200, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,12.12,B,2,15.24,14120.78,9117.06,0,428.26,Northern-Irl
4277629,2013,01/04/2013,1122015,1,RENT,Low,56000,1,20000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.33,C,3,12.99,21966.04,17326.03,0,686.77,ulster
4307507,2013,01/04/2013,1102013,2,RENT,Medium,135000,2,21000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,17.77,D,4,19.29,22815.32,21000,0,530.64,leinster
4295783,2013,01/04/2013,1072013,3,MORTGAGE,Low,52000,1,22750, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,18.75,D,4,17.63,23805.45,22750,0,587.03,cannught
4287206,2013,01/04/2013,1122015,4,MORTGAGE,Low,95000,1,16000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,8.9,A,1,7.67,16257.92,14005.23,0,508.06,munster
4286603,2013,01/04/2013,1082015,10,RENT,Medium,101000,2,18000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.12,B,2,21.29,21383.71453,18000,0,598.89,ulster
4306456,2013,01/04/2013,1032014,2,MORTGAGE,Medium,115000,2,28000, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,11.14,B,2,0.78,30667.12341,28000,0,610.75,cannught
4306258,2013,01/04/2013,1092015,3,MORTGAGE,Low,46500,1,11100, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.62,A,1,13.38,12394.71,11100,0,345.9,leinster
4284581,2013,01/04/2013,1082013,6,MORTGAGE,Low,73100,1,24700, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.62,A,1,7.75,25224.42,24700,0,758.39,leinster
4284879,2013,01/04/2013,1032015,4,MORTGAGE,Low,68000,1,22375, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.09,B,2,3.86,26791.84754,22375,0,765.71,cannught
4284914,2013,01/04/2013,1052013,10,RENT,Low,80054,1,10000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,11.14,B,2,7.01,10092.84,10000,0,328.06,ulster
4294627,2013,01/04/2013,1082015,5,RENT,High,210000,3,12000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.16,B,2,12.51,13871.21,12000,0,388.11,cannught
